Category,Reviews,Size,Type,Price,Content Rating,Genres,Install,Rating>4.2
AUTO_AND_VEHICLES,805,5600000,Free,0,Everyone,Auto & Vehicles,50000,1
AUTO_AND_VEHICLES,129,54000000,Free,0,Everyone,Auto & Vehicles,100000,0
AUTO_AND_VEHICLES,1403,201000,Free,0,Everyone,Auto & Vehicles,100000,0
AUTO_AND_VEHICLES,3971,3600000,Free,0,Everyone,Auto & Vehicles,100000,0
AUTO_AND_VEHICLES,534,5700000,Free,0,Everyone,Auto & Vehicles,10000,1
AUTO_AND_VEHICLES,7774,17000000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,38846,8600000,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,2431,2400000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,6090,27000000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,295,2700000,Free,0,Everyone,Auto & Vehicles,10000,0
AUTO_AND_VEHICLES,190,2500000,Free,0,Everyone,Auto & Vehicles,50000,0
AUTO_AND_VEHICLES,40211,,Free,0,Everyone,Auto & Vehicles,5000000,1
AUTO_AND_VEHICLES,356,,Free,0,Everyone,Auto & Vehicles,100000,0
AUTO_AND_VEHICLES,52530,7000000,Free,0,Everyone,Auto & Vehicles,5000000,0
AUTO_AND_VEHICLES,116986,35000000,Free,0,Everyone,Auto & Vehicles,5000000,1
AUTO_AND_VEHICLES,1379,16000000,Free,0,Everyone,Auto & Vehicles,500000,0
AUTO_AND_VEHICLES,271920,16000000,Free,0,Teen,Auto & Vehicles,10000000,0
AUTO_AND_VEHICLES,736,,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,7021,17000000,Free,0,Everyone,Auto & Vehicles,500000,1
AUTO_AND_VEHICLES,197,3400000,Free,0,Everyone,Auto & Vehicles,50000,1
AUTO_AND_VEHICLES,737,8900000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,3574,3900000,Free,0,Everyone 10+,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,994,2900000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,197136,38000000,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,142,32000000,Free,0,Everyone,Auto & Vehicles,50000,0
AUTO_AND_VEHICLES,15168,37000000,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,2155,15000000,Free,0,Everyone,Auto & Vehicles,500000,0
AUTO_AND_VEHICLES,138,5400000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,5414,18000000,Free,0,Everyone,Auto & Vehicles,1000000,0
AUTO_AND_VEHICLES,21777,,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,348,38000000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,250,1100000,Free,0,Everyone,Auto & Vehicles,100000,0
AUTO_AND_VEHICLES,13372,,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,7880,,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,3617,7900000,Free,0,Everyone,Auto & Vehicles,100000,1
AUTO_AND_VEHICLES,4806,35000000,Free,0,Everyone,Auto & Vehicles,1000000,0
AUTO_AND_VEHICLES,65786,,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,31433,17000000,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,5097,19000000,Free,0,Everyone,Auto & Vehicles,1000000,1
AUTO_AND_VEHICLES,1754,14000000,Free,0,Everyone,Auto & Vehicles,500000,0
AUTO_AND_VEHICLES,2680,2200000,Free,0,Everyone,Auto & Vehicles,500000,1
AUTO_AND_VEHICLES,1288,4500000,Free,0,Everyone,Auto & Vehicles,100000,0
BEAUTY,18900,17000000,Free,0,Everyone,Beauty,500000,1
BEAUTY,49790,14000000,Free,0,Everyone,Beauty,1000000,1
BEAUTY,1150,9800000,Free,0,Everyone,Beauty,100000,1
BEAUTY,1739,21000000,Free,0,Everyone,Beauty,500000,0
BEAUTY,32090,,Free,0,Everyone,Beauty,1000000,0
BEAUTY,2225,52000000,Free,0,Everyone,Beauty,500000,0
BEAUTY,4369,14000000,Free,0,Everyone,Beauty,100000,1
BEAUTY,8572,25000000,Free,0,Everyone,Beauty,1000000,1
BEAUTY,964,9000000,Free,0,Everyone,Beauty,50000,1
BEAUTY,42050,,Free,0,Everyone,Beauty,1000000,1
BEAUTY,104,12000000,Free,0,Everyone,Beauty,10000,1
BEAUTY,17934,,Free,0,Everyone,Beauty,1000000,0
BEAUTY,601,35000000,Free,0,Everyone,Beauty,100000,1
BEAUTY,36,6700000,Free,0,Everyone,Beauty,10000,1
BEAUTY,187,30000000,Free,0,Teen,Beauty,50000,0
BEAUTY,30,2900000,Free,0,Everyone,Beauty,10000,0
BEAUTY,134,17000000,Free,0,Everyone,Beauty,10000,1
BEAUTY,74,2900000,Free,0,Everyone,Beauty,10000,1
BEAUTY,113715,,Free,0,Everyone,Beauty,10000000,0
BEAUTY,3595,,Free,0,Everyone,Beauty,500000,0
BEAUTY,9315,2600000,Free,0,Everyone,Beauty,1000000,0
BEAUTY,75,4200000,Free,0,Everyone,Beauty,50000,1
BEAUTY,38,7100000,Free,0,Everyone,Beauty,10000,1
BEAUTY,26834,57000000,Free,0,Everyone,Beauty,1000000,1
BEAUTY,2277,22000000,Free,0,Everyone,Beauty,500000,0
BEAUTY,2280,24000000,Free,0,Everyone,Beauty,500000,1
BEAUTY,184,21000000,Free,0,Everyone,Beauty,10000,1
BEAUTY,9,3400000,Free,0,Everyone,Beauty,5000,0
BEAUTY,364,6400000,Free,0,Everyone,Beauty,100000,0
BEAUTY,18,3200000,Free,0,Everyone,Beauty,5000,1
BEAUTY,473,8200000,Free,0,Mature 17+,Beauty,100000,1
BEAUTY,66,2900000,Free,0,Everyone,Beauty,10000,0
BEAUTY,3871,23000000,Free,0,Everyone,Beauty,1000000,0
BEAUTY,257,4600000,Free,0,Everyone,Beauty,50000,1
BEAUTY,62,3100000,Free,0,Everyone,Beauty,10000,0
BOOKS_AND_REFERENCE,2914724,,Free,0,Teen,Books & Reference,100000000,1
BOOKS_AND_REFERENCE,1857,4900000,Free,0,Everyone,Books & Reference,50000,1
BOOKS_AND_REFERENCE,4478,9500000,Free,0,Everyone 10+,Books & Reference,100000,1
BOOKS_AND_REFERENCE,577550,,Free,0,Everyone,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,814080,,Free,0,Teen,Books & Reference,100000000,0
BOOKS_AND_REFERENCE,246315,,Free,0,Everyone,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,454060,,Free,0,Everyone,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,155446,,Free,0,Teen,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,418,4200000,Free,0,Everyone,Books & Reference,100000,1
BOOKS_AND_REFERENCE,22486,5400000,Free,0,Teen,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,203130,,Free,0,Everyone,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,1435,2800000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,116507,5000000,Free,0,Teen,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,1433233,,Free,0,Teen,Books & Reference,1000000000,0
BOOKS_AND_REFERENCE,90468,5900000,Free,0,Everyone,Books & Reference,5000000,1
BOOKS_AND_REFERENCE,860,13000000,Free,0,Everyone,Books & Reference,100000,0
BOOKS_AND_REFERENCE,363934,7100000,Free,0,Everyone,Books & Reference,10000000,0
BOOKS_AND_REFERENCE,967,6700000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,87873,,Free,0,Teen,Books & Reference,10000000,0
BOOKS_AND_REFERENCE,17506,17000000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,1862,19000000,Free,0,Everyone,Books & Reference,1000000,0
BOOKS_AND_REFERENCE,2084,6700000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,47303,21000000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,19080,,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,85842,37000000,Free,0,Everyone,Books & Reference,5000000,0
BOOKS_AND_REFERENCE,7831,15000000,Free,0,Teen,Books & Reference,100000,1
BOOKS_AND_REFERENCE,91615,23000000,Free,0,Mature 17+,Books & Reference,5000000,0
BOOKS_AND_REFERENCE,4620,19000000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,21336,23000000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,26875,73000000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,1778,4900000,Free,0,Mature 17+,Books & Reference,500000,0
BOOKS_AND_REFERENCE,2709,6800000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,64513,,Free,0,Everyone,Books & Reference,5000000,1
BOOKS_AND_REFERENCE,8342,,Free,0,Everyone,Books & Reference,10000000,0
BOOKS_AND_REFERENCE,527,2900000,Free,0,Everyone,Books & Reference,100000,1
BOOKS_AND_REFERENCE,1322,3500000,Free,0,Everyone,Books & Reference,100000,1
BOOKS_AND_REFERENCE,1680,4000000,Free,0,Everyone,Books & Reference,100000,0
BOOKS_AND_REFERENCE,2739,21000000,Free,0,Everyone,Books & Reference,50000,1
BOOKS_AND_REFERENCE,1065,2300000,Free,0,Everyone,Books & Reference,500000,1
BOOKS_AND_REFERENCE,233757,,Free,0,Everyone,Books & Reference,10000000,1
BOOKS_AND_REFERENCE,8788,10000000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,51269,6100000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,30105,2100000,Free,0,Everyone,Books & Reference,1000000,1
BOOKS_AND_REFERENCE,156,42000000,Free,0,Everyone,Books & Reference,500000,0
BOOKS_AND_REFERENCE,341157,30000000,Free,0,Everyone 10+,Books & Reference,10000000,1
BUSINESS,16129,,Free,0,Everyone,Business,10000000,0
BUSINESS,674730,,Free,0,Everyone,Business,50000000,1
BUSINESS,1254730,,Free,0,Everyone,Business,10000000,1
BUSINESS,85185,29000000,Free,0,Everyone,Business,5000000,1
BUSINESS,32584,,Free,0,Everyone,Business,1000000,1
BUSINESS,217730,,Free,0,Everyone,Business,50000000,0
BUSINESS,70991,,Free,0,Everyone,Business,5000000,1
BUSINESS,1002861,35000000,Free,0,Everyone,Business,100000000,1
BUSINESS,16589,9100000,Free,0,Everyone,Business,1000000,0
BUSINESS,148945,25000000,Free,0,Everyone,Business,1000000,1
BUSINESS,4458,3900000,Free,0,Everyone,Business,500000,1
BUSINESS,62272,18000000,Free,0,Everyone,Business,10000000,1
BUSINESS,8941,12000000,Free,0,Everyone,Business,5000000,0
BUSINESS,46353,21000000,Free,0,Everyone,Business,1000000,1
BUSINESS,1279184,,Free,0,Everyone,Business,50000000,0
BUSINESS,88073,,Free,0,Everyone,Business,10000000,0
BUSINESS,67000,,Free,0,Everyone,Business,1000000,1
BUSINESS,159872,,Free,0,Everyone,Business,10000000,0
BUSINESS,30847,55000000,Free,0,Everyone,Business,5000000,0
BUSINESS,188841,3200000,Free,0,Everyone,Business,5000000,1
BUSINESS,11622,,Free,0,Everyone,Business,5000000,0
BUSINESS,95912,,Free,0,Everyone,Business,5000000,1
BUSINESS,4034,23000,Free,0,Everyone,Business,100000,0
BUSINESS,45964,16000000,Free,0,Everyone,Business,1000000,0
BUSINESS,14955,,Free,0,Everyone,Business,1000000,1
BUSINESS,6903,14000000,Free,0,Everyone,Business,1000000,0
BUSINESS,31614,37000000,Free,0,Everyone,Business,10000000,1
BUSINESS,23055,,Free,0,Everyone,Business,5000000,0
BUSINESS,19023,,Free,0,Everyone,Business,1000000,0
BUSINESS,207372,11000000,Free,0,Everyone,Business,5000000,1
BUSINESS,1225,25000000,Free,0,Everyone,Business,100000,1
BUSINESS,380837,7300000,Free,0,Everyone,Business,10000000,1
BUSINESS,10600,6500000,Free,0,Everyone,Business,1000000,1
BUSINESS,74359,25000000,Free,0,Everyone,Business,1000000,1
BUSINESS,822,3100000,Free,0,Everyone,Business,100000,1
BUSINESS,80805,,Free,0,Everyone,Business,5000000,0
BUSINESS,2287,1500000,Free,0,Everyone,Business,1000000,1
BUSINESS,4162,7500000,Free,0,Everyone,Business,100000,1
BUSINESS,14760,8600000,Free,0,Everyone,Business,50000000,0
BUSINESS,23243,,Free,0,Everyone,Business,5000000,0
BUSINESS,8978,,Free,0,Everyone,Business,1000000,1
BUSINESS,80805,,Free,0,Everyone,Business,5000000,0
BUSINESS,42492,,Free,0,Everyone,Business,1000000,1
BUSINESS,286897,39000000,Free,0,Everyone,Business,10000000,1
BUSINESS,103755,14000000,Free,0,Everyone,Business,10000000,1
BUSINESS,46505,19000000,Free,0,Everyone,Business,1000000,0
BUSINESS,11442,6800000,Paid,4.99,Everyone,Business,100000,1
BUSINESS,10295,39000000,Paid,4.99,Everyone,Business,100000,1
BUSINESS,159872,,Free,0,Everyone,Business,10000000,0
BUSINESS,296,14000000,Free,0,Everyone,Business,50000,0
BUSINESS,29313,20000000,Free,0,Everyone,Business,5000000,1
BUSINESS,70991,,Free,0,Everyone,Business,5000000,1
BUSINESS,51507,,Free,0,Everyone,Business,5000000,1
BUSINESS,1802,26000000,Free,0,Everyone,Business,100000,0
BUSINESS,1383,51000000,Free,0,Everyone,Business,100000,0
BUSINESS,23175,41000000,Free,0,Everyone,Business,1000000,1
BUSINESS,5868,20000000,Free,0,Everyone,Business,500000,0
BUSINESS,2111,,Free,0,Everyone,Business,100000,0
BUSINESS,5448,12000000,Free,0,Everyone,Business,500000,0
BUSINESS,4159,48000000,Free,0,Everyone,Business,500000,1
BUSINESS,20815,10000000,Free,0,Everyone,Business,1000000,1
BUSINESS,78662,22000000,Free,0,Everyone,Business,1000000,1
BUSINESS,7149,11000000,Free,0,Everyone,Business,1000000,0
BUSINESS,3079,8500000,Free,0,Everyone,Business,100000,1
BUSINESS,5800,8600000,Free,0,Everyone,Business,100000,1
BUSINESS,6989,,Free,0,Everyone,Business,1000000,0
BUSINESS,16422,28000000,Free,0,Everyone,Business,1000000,0
BUSINESS,108741,28000000,Free,0,Everyone,Business,10000000,1
BUSINESS,31614,37000000,Free,0,Everyone,Business,10000000,1
BUSINESS,624,9000000,Free,0,Everyone,Business,100000,0
BUSINESS,1661,46000000,Free,0,Everyone,Business,100000,0
BUSINESS,97702,,Free,0,Everyone,Business,5000000,0
BUSINESS,308,14000000,Free,0,Everyone,Business,50000,0
BUSINESS,6989,,Free,0,Everyone,Business,1000000,0
BUSINESS,5211,26000000,Free,0,Everyone,Business,1000000,0
BUSINESS,1058,23000000,Free,0,Everyone,Business,500000,0
BUSINESS,78172,,Free,0,Everyone,Business,10000000,0
BUSINESS,159872,,Free,0,Everyone,Business,10000000,0
BUSINESS,296,14000000,Free,0,Everyone,Business,50000,0
BUSINESS,29313,20000000,Free,0,Everyone,Business,5000000,1
BUSINESS,70991,,Free,0,Everyone,Business,5000000,1
BUSINESS,51507,,Free,0,Everyone,Business,5000000,1
BUSINESS,1802,26000000,Free,0,Everyone,Business,100000,0
BUSINESS,1383,51000000,Free,0,Everyone,Business,100000,0
BUSINESS,23175,41000000,Free,0,Everyone,Business,1000000,1
BUSINESS,5868,20000000,Free,0,Everyone,Business,500000,0
BUSINESS,2111,,Free,0,Everyone,Business,100000,0
BUSINESS,5448,12000000,Free,0,Everyone,Business,500000,0
BUSINESS,4159,48000000,Free,0,Everyone,Business,500000,1
BUSINESS,20815,10000000,Free,0,Everyone,Business,1000000,1
BUSINESS,78662,22000000,Free,0,Everyone,Business,1000000,1
BUSINESS,7149,11000000,Free,0,Everyone,Business,1000000,0
BUSINESS,3079,8500000,Free,0,Everyone,Business,100000,1
BUSINESS,5800,8600000,Free,0,Everyone,Business,100000,1
BUSINESS,6989,,Free,0,Everyone,Business,1000000,0
BUSINESS,16422,28000000,Free,0,Everyone,Business,1000000,0
BUSINESS,8978,,Free,0,Everyone,Business,1000000,1
BUSINESS,80804,,Free,0,Everyone,Business,5000000,0
BUSINESS,42492,,Free,0,Everyone,Business,1000000,1
BUSINESS,286897,39000000,Free,0,Everyone,Business,10000000,1
BUSINESS,103755,14000000,Free,0,Everyone,Business,10000000,1
BUSINESS,46505,19000000,Free,0,Everyone,Business,1000000,0
BUSINESS,11442,6800000,Paid,4.99,Everyone,Business,100000,1
BUSINESS,10295,39000000,Paid,4.99,Everyone,Business,100000,1
BUSINESS,217730,,Free,0,Everyone,Business,50000000,0
BUSINESS,1002859,35000000,Free,0,Everyone,Business,100000000,1
BUSINESS,51510,,Free,0,Everyone,Business,5000000,1
BUSINESS,413,29000000,Free,0,Everyone,Business,10000,1
BUSINESS,23175,41000000,Free,0,Everyone,Business,1000000,1
COMICS,1013635,,Free,0,Teen,Comics,10000000,1
COMICS,24005,4900000,Free,0,Adults only 18+,Comics,500000,1
COMICS,57106,27000000,Free,0,Teen,Comics,1000000,1
COMICS,2249,32000000,Free,0,Everyone,Comics,500000,1
COMICS,516,12000000,Free,0,Everyone,Comics;Creativity,50000,1
COMICS,834,15000000,Free,0,Mature 17+,Comics,50000,0
COMICS,1010,11000000,Free,0,Mature 17+,Comics,50000,0
COMICS,238970,28000000,Free,0,Teen,Comics,1000000,1
COMICS,302,2200000,Free,0,Teen,Comics,10000,1
COMICS,438,3400000,Free,0,Everyone,Comics,10000,1
COMICS,73,8300000,Free,0,Everyone,Comics,10000,1
COMICS,39,4300000,Free,0,Everyone 10+,Comics,10000,1
COMICS,144,4700000,Free,0,Everyone,Comics,10000,1
COMICS,2181,10000000,Free,0,Teen,Comics,100000,0
COMICS,93965,15000000,Free,0,Teen,Comics,5000000,0
COMICS,1446,7100000,Free,0,Mature 17+,Comics,100000,0
COMICS,12088,21000000,Free,0,Mature 17+,Comics,1000000,0
COMICS,314,6100000,Free,0,Everyone,Comics,100000,1
COMICS,25671,,Free,0,Teen,Comics,1000000,0
COMICS,15194,15000000,Free,0,Teen,Comics,1000000,0
COMICS,22551,11000000,Free,0,Teen,Comics,1000000,0
COMICS,29839,29000000,Free,0,Teen,Comics,1000000,1
COMICS,279,3300000,Free,0,Everyone,Comics,100000,1
COMICS,564387,,Free,0,Everyone,Comics,5000000,1
COMICS,1677,40000000,Free,0,Everyone,Comics,100000,1
COMICS,757,10000000,Free,0,Teen,Comics,10000,1
COMICS,115,9100000,Free,0,Mature 17+,Comics,10000,0
COMICS,125,4700000,Free,0,Teen,Comics,5000,0
COMICS,9952,38000000,Free,0,Everyone 10+,Comics,500000,1
COMICS,18814,,Free,0,Mature 17+,Comics,1000000,1
COMICS,21,6700000,Free,0,Everyone,Comics,5000,0
COMICS,15,37000000,Free,0,Everyone,Comics,1000,1
COMICS,51981,,Free,0,Everyone,Comics,5000000,1
COMICS,3596,7800000,Free,0,Teen,Comics,10000,1
COMICS,1006,19000000,Free,0,Everyone,Comics,50000,1
COMICS,5968,5700000,Free,0,Everyone,Comics,1000000,1
COMICS,4895,35000000,Free,0,Everyone,Comics,100000,1
COMMUNICATION,56642847,,Free,0,Everyone,Communication,1000000000,0
COMMUNICATION,69119316,,Free,0,Everyone,Communication,1000000000,1
COMMUNICATION,125257,17000000,Free,0,Teen,Communication,10000000,1
COMMUNICATION,9642995,,Free,0,Everyone,Communication,1000000000,1
COMMUNICATION,1429035,,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,4604324,,Free,0,Everyone,Communication,1000000000,1
COMMUNICATION,3419249,,Free,0,Everyone,Communication,1000000000,0
COMMUNICATION,11334799,,Free,0,Everyone,Communication,500000000,1
COMMUNICATION,158679,8800000,Free,0,Everyone,Communication,5000000,1
COMMUNICATION,3075028,,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,4187998,16000000,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,659395,11000000,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,4785892,11000000,Free,0,Everyone,Communication,500000000,1
COMMUNICATION,66602,,Free,0,Everyone,Communication,50000000,1
COMMUNICATION,30209,15000000,Free,0,Everyone,Communication,5000000,1
COMMUNICATION,36901,6600000,Free,0,Everyone,Communication,5000000,0
COMMUNICATION,5149854,,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,192948,6600000,Free,0,Everyone,Communication,10000000,1
COMMUNICATION,99559,,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,437674,,Free,0,Everyone,Communication,10000000,1
COMMUNICATION,13698,5100000,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,2473509,,Free,0,Everyone,Communication,100000000,1
COMMUNICATION,20769,18000000,Free,0,Everyone,Communication,1000000,0
COMMUNICATION,36880,4000000,Free,0,Everyone,Communication,1000000,1
COMMUNICATION,171031,,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,63543,,Free,0,Everyone,Communication,5000000,1
COMMUNICATION,45487,,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,615381,37000000,Free,0,Mature 17+,Communication,10000000,1
COMMUNICATION,2451083,,Free,0,Teen,Communication,100000000,1
COMMUNICATION,33053,22000000,Free,0,Everyone,Communication,5000000,0
COMMUNICATION,5387333,,Free,0,Everyone,Communication,100000000,0
COMMUNICATION,3648120,3300000,Free,0,Teen,Communication,100000000,1
COMMUNICATION,136662,32000000,Free,0,Everyone,Communication,10000000,1
COMMUNICATION,42370,37000000,Free,0,Everyone,Communication,1000000,0
COMMUNICATION,781810,,Free,0,Everyone,Communication,100000000,0
COMMUNICATION,3128250,,Free,0,Mature 17+,Communication,100000000,1
COMMUNICATION,2083237,,Free,0,Everyone,Communication,500000000,1
COMMUNICATION,541389,,Free,0,Everyone,Communication,10000000,1
COMMUNICATION,46702,,Free,0,Everyone,Communication,1000000,1
COMMUNICATION,2939,17000000,Free,0,Everyone,Communication,100000,1
COMMUNICATION,13761,,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,258556,,Free,0,Everyone,Communication,10000000,1
COMMUNICATION,40751,35000000,Free,0,Teen,Communication,10000000,0
COMMUNICATION,17712922,40000000,Free,0,Teen,Communication,500000000,1
COMMUNICATION,25021,61000000,Free,0,Everyone,Communication,5000000,0
COMMUNICATION,27187,66000000,Free,0,Everyone,Communication,5000000,1
COMMUNICATION,69119316,,Free,0,Everyone,Communication,1000000000,1
COMMUNICATION,56646578,,Free,0,Everyone,Communication,1000000000,0
COMMUNICATION,4785988,11000000,Free,0,Everyone,Communication,500000000,1
COMMUNICATION,122498,79000,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,11334973,,Free,0,Everyone,Communication,500000000,1
COMMUNICATION,3419433,,Free,0,Everyone,Communication,1000000000,0
COMMUNICATION,132014,25000000,Free,0,Everyone,Communication,10000000,0
COMMUNICATION,83239,14000000,Free,0,Everyone,Communication,5000000,0
COMMUNICATION,594728,,Free,0,Everyone,Communication,50000000,0
